srcMac,dstMac,ethType,vlanId,srcIp,dstIp,ipProto,srcPort,dstPort,priority,icmpType,icmpCode,volumeTransmitted,packetCount
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,awsde0.fds.api.xiaomi.com,6,*,443,855,*,*,52565,430
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,awsde0.fds.api.xiaomi.com,6,*,443,855,*,*,26838029,24916
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,a2.tuyaeu.com,6,*,443,855,*,*,683097,5152
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,a2.tuyaeu.com,6,*,443,855,*,*,315900,2385
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,ms.tuyaeu.com,6,*,8883,855,*,*,13049445,67495
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,awsde0.fds.api.xiaomi.com,6,*,443,855,*,*,61395633,78651
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,ms.tuyaeu.com,6,*,8883,855,*,*,8662295,44009
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,awsde0.fds.api.xiaomi.com,6,*,443,855,*,*,96585805,111030
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,awsde0.fds.api.xiaomi.com,6,*,443,855,*,*,46172109,67012
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,awsde0.fds.api.xiaomi.com,6,*,443,855,*,*,46500031,62179
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,110.43.0.83,6,*,80,855,*,*,66429431,746054
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,110.43.0.85,6,*,80,855,*,*,66404087,745663
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,a2.tuyaeu.com,6,*,443,855,*,*,494879,3753
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,ms.tuyaeu.com,6,*,8883,855,*,*,9123781,52854
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,35.209.9.241,17,*,62378,810,*,*,1445696,6467
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,202.87.162.28,17,*,45312,810,*,*,1374,11
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,202.87.162.28,17,*,45314,810,*,*,896,7
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,35.209.96.245,17,*,21019,810,*,*,10112251,83619
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,*,17,*,*,800,*,*,7500,125
64:90:c1:1d:24:c4,00:0c:42:cf:36:21,0x0800,*,*,*,6,*,*,800,*,*,1036,14
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,awsde0.fds.api.xiaomi.com,*,6,443,*,750,*,*,202284,377
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,awsde0.fds.api.xiaomi.com,*,6,443,*,750,*,*,1406716,16890
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,a2.tuyaeu.com,*,6,443,*,750,*,*,1498046,4802
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,a2.tuyaeu.com,*,6,443,*,750,*,*,693894,2219
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,ms.tuyaeu.com,*,6,8883,*,750,*,*,4896006,36799
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,awsde0.fds.api.xiaomi.com,*,6,443,*,750,*,*,15751457,63059
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,ms.tuyaeu.com,*,6,8883,*,750,*,*,3205620,24185
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,awsde0.fds.api.xiaomi.com,*,6,443,*,750,*,*,17534020,85449
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,awsde0.fds.api.xiaomi.com,*,6,443,*,750,*,*,16451593,56735
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,awsde0.fds.api.xiaomi.com,*,6,443,*,750,*,*,13489173,51157
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,110.43.0.83,*,6,80,*,750,*,*,87222060,823020
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,110.43.0.85,*,6,80,*,750,*,*,87174587,822774
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,a2.tuyaeu.com,*,6,443,*,750,*,*,1089257,3517
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,ms.tuyaeu.com,*,6,8883,*,750,*,*,3663837,27509
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,202.87.162.28,*,17,45314,*,710,*,*,896,7
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,202.87.162.28,*,17,45312,*,710,*,*,1374,11
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,35.209.96.245,*,17,21019,*,710,*,*,14665593,84465
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,35.209.9.241,*,17,62378,*,710,*,*,1445696,6467
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,*,*,17,*,*,700,*,*,0,0
00:0c:42:cf:36:21,64:90:c1:1d:24:c4,0x0800,*,*,*,6,*,*,700,*,*,0,0
64:90:c1:1d:24:c4,*,0x888e,*,*,*,*,*,*,650,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56614,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51014,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45905,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50336,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48717,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48405,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58813,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,34759,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59796,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48658,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,54113,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38391,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57711,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,53148,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49303,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35617,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,36837,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45342,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51315,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56578,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39825,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48919,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,34902,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39281,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59924,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33977,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52651,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44133,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,36840,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,53777,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58716,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52405,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56854,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48778,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35996,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44404,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,55950,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59113,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44255,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,55948,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49300,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57932,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58595,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46718,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35391,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48393,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48475,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45427,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45124,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33239,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49480,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35003,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33025,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41951,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45582,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40680,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39518,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56953,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57858,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46553,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,36769,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47484,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33499,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44517,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,53444,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49497,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46834,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56265,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,53041,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41123,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57738,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46393,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,42787,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33950,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,55986,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40659,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40822,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46122,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49142,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48738,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33146,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49169,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,37283,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47513,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47966,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50775,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,37178,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40900,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47913,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57411,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51554,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41053,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47338,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41564,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39520,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47254,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47466,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50375,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35618,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,36949,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59684,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59022,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50466,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56093,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56661,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35316,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56560,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45292,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33968,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,55929,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,54798,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,34871,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44123,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45995,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41568,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45420,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51482,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,35089,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58167,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,43886,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48634,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,42023,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45398,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52903,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57395,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52884,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38773,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38585,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51829,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,55548,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41714,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41287,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52955,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40845,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40762,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50168,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38202,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,54176,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,36624,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38247,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58030,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33886,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44280,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39535,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59772,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52692,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45853,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38407,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57351,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51519,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57433,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56180,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46960,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51280,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,42182,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58660,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40944,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,32983,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,53567,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40814,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,56691,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40952,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,57812,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47462,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59942,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38311,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39888,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47151,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,52484,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,39241,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33461,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38289,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47087,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,54392,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,34544,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58527,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41893,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44421,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46310,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46255,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,37021,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47809,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33971,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,34068,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48629,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,43511,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45301,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,40912,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47615,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,48141,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,33986,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,37338,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44967,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45499,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,51307,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,45434,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50973,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,36186,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47650,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,38206,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47569,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50774,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,58056,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,60739,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,41196,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,50416,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,46891,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,59008,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,44040,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,49583,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,60679,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47182,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,53289,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,54586,*,610,*,*,0,0
64:90:c1:1d:24:c4,*,0x0800,*,*,*,17,47170,*,610,*,*,0,0
